InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Total Price
540353,21278,VINTAGE KITCHEN PRINT PUDDINGS,2,06-01-2011 14:53,2.55,13764,United Kingdom,5.1
540404,16156L,"WRAP, CAROUSEL",25,07-01-2011 09:40,0.42,12947,United Kingdom,10.5
540458,47351B,BLUE  VOILE LAMPSHADE,6,07-01-2011 12:28,2.95,12501,Germany,17.7
540458,21084,SET/6 COLLAGE PAPER CUPS,12,07-01-2011 12:28,0.65,12501,Germany,7.8
540458,21088,SET/6 FRUIT SALAD PAPER CUPS,12,07-01-2011 12:28,0.65,12501,Germany,7.8
540458,21096,SET/6 FRUIT SALAD  PAPER PLATES,12,07-01-2011 12:28,0.85,12501,Germany,10.2
540468,90119,METALIC LEAVES BAG CHARMS,1,07-01-2011 13:55,2.51,,United Kingdom,2.51
540473,84741C,CITRUS GARLAND FELT FLOWERS ,4,07-01-2011 14:31,1.95,17284,United Kingdom,7.8
540489,22266,EASTER DECORATION HANGING BUNNY,6,07-01-2011 16:32,0.65,13593,United Kingdom,3.9
540489,22267,EASTER DECORATION EGG BUNNY ,6,07-01-2011 16:32,1.25,13593,United Kingdom,7.5
540489,21003,ROSE DU SUD CUSHION COVER,2,07-01-2011 16:32,6.35,13593,United Kingdom,12.7
540511,21757,LIGHTHOUSE PRINTED METAL SIGN,2,09-01-2011 11:34,4.95,14472,United Kingdom,9.9
540516,90123B,TURQUOISE HEART OF GLASS BRACELET,2,09-01-2011 12:01,5.95,16326,United Kingdom,11.9
540516,90123C,GREEN HEART OF GLASS BRACELET,2,09-01-2011 12:01,5.95,16326,United Kingdom,11.9
540516,90122C,TURQUOISE CRYSTAL+GLASS BRACELET,6,09-01-2011 12:01,4.95,16326,United Kingdom,29.7
540516,90156,RESIN BRACELET W PASTEL BEADS,2,09-01-2011 12:01,4.95,16326,United Kingdom,9.9
C540535,85023C,PINK LARGE JEWELED PHOTOFRAME,-1,09-01-2011 14:17,2.55,15005,United Kingdom,-2.55
540541,84617,NEW BAROQUE BLACK BOXES,1,09-01-2011 15:13,12.75,15799,United Kingdom,12.75
540541,21332,MOROCCAN BEATEN METAL MIRROR,1,09-01-2011 15:13,12.75,15799,United Kingdom,12.75
540551,35923,CANDY HEART HANGING DECORATION,3,10-01-2011 09:43,2.51,,United Kingdom,7.53
540551,84661C,PINK SQUARE TABLE CLOCK,1,10-01-2011 09:43,2.51,,United Kingdom,2.51
540551,90038B,GLASS AND PAINTED BEADS BRACELET OL,1,10-01-2011 09:43,3.81,,United Kingdom,3.81
540551,90137,PINK COMBO MINI CRYSTALS NECKLACE,1,10-01-2011 09:43,5.51,,United Kingdom,5.51
540560,21589,,-14,10-01-2011 10:08,0,,United Kingdom,0
C540634,21655,HANGING RIDGE GLASS T-LIGHT HOLDER,-12,10-01-2011 12:02,1.69,13672,United Kingdom,-20.28
C540634,79323P,PINK CHERRY LIGHTS,-4,10-01-2011 12:02,6.75,13672,United Kingdom,-27
540638,72038P,damages,-990,10-01-2011 12:14,0,,United Kingdom,0
540646,90181A,AMBER GLASS/SHELL/PEARL NECKLACE,1,10-01-2011 14:32,9.34,,United Kingdom,9.34
540646,90214W,"LETTER ""W"" BLING KEY RING",1,10-01-2011 14:32,0.85,,United Kingdom,0.85
540646,90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,1,10-01-2011 14:32,1.69,,United Kingdom,1.69
540647,44091A,BLUE CRUSOE CHECK LAMPSHADE,2,10-01-2011 14:57,0.42,17406,United Kingdom,0.84
540672,21280,VINTAGE KITCHEN PRINT VEGETABLES,6,10-01-2011 15:51,2.55,15281,United Kingdom,15.3
540677,21667,,1,10-01-2011 16:20,0,,United Kingdom,0
540681,90037C,TINY CRYSTAL BRACELET BLUE,1,10-01-2011 16:25,2.54,,United Kingdom,2.54
540681,90122B,JADE CRYSTAL+GLASS BRACELET,1,10-01-2011 16:25,5.09,,United Kingdom,5.09
540681,35915C,PEACH KNITTED HEN ,1,10-01-2011 16:25,3.36,,United Kingdom,3.36
540683,84546,,-45,10-01-2011 17:00,0,,United Kingdom,0
540798,85197,SET OF 12 MINI BUNNIES IN A BUCKET,3,11-01-2011 12:11,2.1,17365,United Kingdom,6.3
540801,85019B,BLOSSOM  IMAGES NOTEBOOK SET,6,11-01-2011 12:25,4.25,12540,Spain,25.5
540813,16207B,PINK HEART RED HANDBAG,2,11-01-2011 12:41,2.95,14669,United Kingdom,5.9
540813,20698,LITTLE PINK MONSTER SOFT TOY,2,11-01-2011 12:41,2.55,14669,United Kingdom,5.1
540827,35265,COLOURFUL FLOWER FRUIT BOWL,4,11-01-2011 14:15,6.95,17569,United Kingdom,27.8
540833,16162L,THE KING GIFT BAG,1,11-01-2011 14:46,0.65,,United Kingdom,0.65
540848,90092,BLUE CRYSTAL BOOT PHONE CHARM,1,12-01-2011 09:26,1.66,,United Kingdom,1.66
540848,90190A,SILVER/CRYSTAL DROP EARRINGS W LEAF,1,12-01-2011 09:26,2.96,,United Kingdom,2.96
540848,90011E,AMBER CRYSTAL DROP EARRINGS,1,12-01-2011 09:26,2.96,,United Kingdom,2.96
540848,90038A,GLASS AND PAINTED BEADS BRACELET TO,1,12-01-2011 09:26,3.81,,United Kingdom,3.81
540848,90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,1,12-01-2011 09:26,5.09,,United Kingdom,5.09
540954,22323,PINK POLKADOT KIDS BAG,1,12-01-2011 13:19,1.95,14606,United Kingdom,1.95
540957,22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,1,12-01-2011 13:30,1.65,15311,United Kingdom,1.65
540977,90141D,ROSE PENDANT TRIPLE SHELL NECKLACE,1,12-01-2011 15:01,5.51,,United Kingdom,5.51
540977,85160B,BLACK BIRD GARDEN DESIGN MUG,1,12-01-2011 15:01,16.13,,United Kingdom,16.13
540979,23231,WRAP DOILEY DESIGN,25,12-01-2011 15:06,0.42,15727,United Kingdom,10.5
540987,17011A,,-61,12-01-2011 16:15,0,,United Kingdom,0
540993,62086A,PINK RETRO BIG FLOWER BAG,6,13-01-2011 09:23,1.95,13284,United Kingdom,11.7
540995,90039A,FIRE POLISHED GLASS BRACELET RED,1,13-01-2011 09:30,3.73,,United Kingdom,3.73
540995,21371,MIRRORED WALL ART POPPIES,1,13-01-2011 09:30,4.96,,United Kingdom,4.96
541005,35912B,WHITE/PINK CHICK DECORATION,3,13-01-2011 10:39,1.25,16161,United Kingdom,3.75
541012,23230,WRAP ALPHABET DESIGN,25,13-01-2011 11:48,0.42,17019,United Kingdom,10.5
541012,85206B,PINK FELT EASTER EGG BASKET,2,13-01-2011 11:48,1.65,17019,United Kingdom,3.3
541038,85189,HANGING BUTTERFLY  EGG,3,13-01-2011 12:10,0.85,16395,United Kingdom,2.55
541094,84745A,PINK HANGING GINGHAM EASTER HEN,6,13-01-2011 13:36,0.42,13246,United Kingdom,2.52
541094,84745B,BLUE HANGING GINGHAM EASTER HEN,6,13-01-2011 13:36,0.42,13246,United Kingdom,2.52
541104,90130D,RED STONE/CRYSTAL EARRINGS,1,13-01-2011 14:29,2.9,,United Kingdom,2.9
541110,21117,BLOND DOLL DOORSTOP,1,13-01-2011 15:11,6.75,15916,United Kingdom,6.75
541123,21459,YELLOW EASTER EGG HUNT START POST,6,14-01-2011 09:52,1.95,13385,United Kingdom,11.7
541123,21460,GREEN EASTER EGG HUNT START POST,6,14-01-2011 09:52,1.95,13385,United Kingdom,11.7
541127,37468,HARDMAN MUG 3 ASSORTED,1,14-01-2011 10:11,7.46,,United Kingdom,7.46
541128,21897,POTTING SHED CANDLE CITRONELLA,3,14-01-2011 10:12,5.79,,United Kingdom,17.37
541219,72369A,PINK CLEAR GLASS CANDLE PLATE,1,14-01-2011 14:06,2.46,,United Kingdom,2.46
541220,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,240,14-01-2011 14:11,2.55,14156,EIRE,612
541220,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,240,14-01-2011 14:11,2.55,14156,EIRE,612
541221,21082,SET/20 FRUIT SALAD PAPER NAPKINS ,7,14-01-2011 14:28,1.63,,United Kingdom,11.41
541240,21368,MIRRORED WALL ART LADIES,1,16-01-2011 11:07,2.55,16206,United Kingdom,2.55
541248,17174,ASSTD RASTA KEY-CHAINS,1,16-01-2011 13:04,0.42,12748,United Kingdom,0.42
541249,23233,WRAP POPPIES  DESIGN,25,16-01-2011 13:18,0.42,13700,United Kingdom,10.5
541262,35921,EASTER BUNNY HANGING GARLAND,2,16-01-2011 15:50,1.25,18069,United Kingdom,2.5
541265,85200,BUNNY EGG BOX,2,16-01-2011 16:23,1.25,17609,United Kingdom,2.5
541265,84231,EASTER BUNNY WITH BASKET ON BACK,1,16-01-2011 16:23,0.65,17609,United Kingdom,0.65
541265,21461,BLUE EASTER EGG HUNT START POST,5,16-01-2011 16:23,1.95,17609,United Kingdom,9.75
541265,84462,3 PINK HEN+CHICKS IN BASKET,2,16-01-2011 16:23,1.25,17609,United Kingdom,2.5
541265,84461,12 PINK HEN+CHICKS IN BASKET,1,16-01-2011 16:23,2.55,17609,United Kingdom,2.55
541265,35922,EASTER BUNNY WREATH,1,16-01-2011 16:23,4.95,17609,United Kingdom,4.95
541280,47469,ASSORTED SHAPES PHOTO CLIP SILVER ,12,17-01-2011 11:57,0.65,15296,United Kingdom,7.8
541282,23232,WRAP VINTAGE PETALS  DESIGN,25,17-01-2011 12:31,0.42,17690,United Kingdom,10.5
541285,84905,PINK BUTTERFLY CUSHION COVER ,4,17-01-2011 12:45,4.95,13001,United Kingdom,19.8
541357,84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,6,17-01-2011 14:40,1.45,14238,United Kingdom,8.7
541406,21458,2 PICTURE BOOK EGGS EASTER BUNNY,9,17-01-2011 15:19,1.25,14657,United Kingdom,11.25
541406,85198,ASSORTED FARMYARD ANIMALS IN BUCKET,14,17-01-2011 15:19,0.85,14657,United Kingdom,11.9
541421,90191,SILVER LARIAT 40CM,1,17-01-2011 17:44,12.48,,United Kingdom,12.48
541422,84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,1,17-01-2011 17:48,24.96,,United Kingdom,24.96
541431,23166,MEDIUM CERAMIC TOP STORAGE JAR,74215,18-01-2011 10:01,1.04,12346,United Kingdom,77183.6
541485,20845,ZINC HEART LATTICE 2 WALL PLANTER,1,18-01-2011 13:05,6.35,18118,United Kingdom,6.35
541485,84033,FLAG OF ST GEORGE ,1,18-01-2011 13:05,1.65,18118,United Kingdom,1.65
541497,20795,LARGE BLUE PROVENCAL CERAMIC BALL,1,18-01-2011 15:19,4.13,,United Kingdom,4.13
541571,84226,HEN HOUSE W FAMILY IN BARN & NEST,2,19-01-2011 12:38,0.85,12841,United Kingdom,1.7
C541589,79323W,WHITE CHERRY LIGHTS,-8,19-01-2011 14:44,6.75,15831,United Kingdom,-54
541593,21926,RED/CREAM STRIPE CUSHION COVER ,2,19-01-2011 15:20,1.25,17611,United Kingdom,2.5
541593,37379A,PINK CHERRY BLOSSOM CUP & SAUCER,6,19-01-2011 15:20,1.25,17611,United Kingdom,7.5
541596,35920,FOUR RABBIT EASTER DECORATIONS,10,19-01-2011 16:18,1.25,17602,United Kingdom,12.5
541606,84801A,PINK HYDRANGEA ART FLOWER,12,20-01-2011 09:25,2.1,14784,United Kingdom,25.2
541631,84592,CROCHET ROSE PURSE WITH SUEDE BACK,6,20-01-2011 10:47,2.95,12637,France,17.7
541655,84800S,SMALL WHITE/PINK ROSE ART FLOWER,6,20-01-2011 12:04,1.25,14779,United Kingdom,7.5
541655,79192A,RETRO PLASTIC 70'S TRAY,1,20-01-2011 12:04,1.25,14779,United Kingdom,1.25
541660,85130C,BEADED CRYSTAL HEART BLUE  LARGE,24,20-01-2011 12:20,1.65,17787,United Kingdom,39.6
541678,20756,GREEN FERN POCKET BOOK,3,20-01-2011 14:13,0.85,17771,United Kingdom,2.55
541685,22351,Given away,-1400,20-01-2011 15:41,0,,United Kingdom,0
541695,21320,GLASS CHALICE GREEN  LARGE ,1,20-01-2011 18:01,4.96,,United Kingdom,4.96
541695,90027C,GLASS BEAD HOOP EARRINGS GREEN,1,20-01-2011 18:01,2.9,,United Kingdom,2.9
541696,90202B,WHITE ENAMEL FLOWER HAIR TIE,2,20-01-2011 18:08,2.9,,United Kingdom,5.8
541811,22125,UNION JACK HOT WATER BOTTLE ,1,21-01-2011 15:01,12.46,,United Kingdom,12.46
541816,40046A,RED DAISY PAPER LAMPSHADE,3,21-01-2011 15:56,1.25,17799,United Kingdom,3.75
541827,85188A,GREEN METAL SWINGING BUNNY,1,21-01-2011 17:05,1.63,,United Kingdom,1.63
541832,84527,FLAMES SUNGLASSES PINK LENSES,8,21-01-2011 17:14,1.95,17889,United Kingdom,15.6
541835,72799C,PINK PILLAR CANDLE SILVER FLOCK,1,23-01-2011 10:15,2.95,17243,United Kingdom,2.95
541843,71101E,STANDING FAIRY POLE SUPPORT ,12,23-01-2011 12:08,0.85,13659,United Kingdom,10.2
541847,21457,2 PICTURE BOOK EGGS EASTER DUCKS,1,23-01-2011 13:25,1.25,15443,United Kingdom,1.25
541850,21456,2 PICTURE BOOK EGGS EASTER CHICKS,2,23-01-2011 13:58,1.25,14224,United Kingdom,2.5
541856,35647,VINTAGE BEAD PINK SHADE ,12,23-01-2011 15:16,1.25,17673,United Kingdom,15
541990,84632,DECORATIVE HANGING SHELVING UNIT,1,25-01-2011 09:01,59.95,13901,United Kingdom,59.95
541999,22764,"RUSTIC WOODEN CABINET, GLASS DOORS",2,25-01-2011 10:45,49.96,,United Kingdom,99.92
541999,90037A,TINY CRYSTAL BRACELET RED,1,25-01-2011 10:45,2.48,,United Kingdom,2.48
542100,35913B,WHITE/PINK CHICK EASTER DECORATION,5,25-01-2011 13:15,0.85,15339,United Kingdom,4.25
542100,22146,EASTER CRAFT IVY WREATH WITH CHICK,1,25-01-2011 13:15,1.95,15339,United Kingdom,1.95
542121,21476,STEEL SWEETHEART ROUND TABLE CREAM,1,25-01-2011 14:33,14.95,17515,United Kingdom,14.95
542137,37351,ORANGE FLOWER MUG ,6,25-01-2011 17:10,1.25,,United Kingdom,7.5
542255,21344,MOROCCAN BEATEN METAL DISH,1,26-01-2011 16:43,20.79,,United Kingdom,20.79
542265,84974,S/2 ZINC HEART DESIGN PLANTERS,1,26-01-2011 17:27,9.95,15867,United Kingdom,9.95
542345,72821,CUPID SCENTED CANDLE IN GLASS,2,27-01-2011 11:55,1.65,15910,United Kingdom,3.3
C542346,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,-1,27-01-2011 12:00,0.72,12709,Germany,-0.72
542378,84279B,,192,27-01-2011 13:56,0,,United Kingdom,0
542391,84455,,-31,27-01-2011 14:54,0,,United Kingdom,0
542392,84227,,-2,27-01-2011 14:56,0,,United Kingdom,0
542394,84452,,65,27-01-2011 15:11,0,,United Kingdom,0
542398,90123D,WHITE HEART OF GLASS BRACELET,1,27-01-2011 15:36,5.95,13174,United Kingdom,5.95
542398,90123A,PINK HEART OF GLASS BRACELET,1,27-01-2011 15:36,5.95,13174,United Kingdom,5.95
542398,90148,LONG SILVER NECKLACE PASTEL FLOWER,1,27-01-2011 15:36,12.75,13174,United Kingdom,12.75
542398,90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,1,27-01-2011 15:36,8.5,13174,United Kingdom,8.5
542398,90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,3,27-01-2011 15:36,8.5,13174,United Kingdom,25.5
542398,84847,FLORAL BATHROOM SET,1,27-01-2011 15:36,3.75,13174,United Kingdom,3.75
542401,20898,VINTAGE NOTEBOOK TRAVELOGUE,12,27-01-2011 15:51,2.95,14541,United Kingdom,35.4
542414,84967A,,-2,27-01-2011 17:15,0,,United Kingdom,0
542415,84967B,,-1,27-01-2011 17:15,0,,United Kingdom,0
542417,84966B,,-11,27-01-2011 17:38,0,,United Kingdom,0
542418,84966A,,-17,27-01-2011 17:39,0,,United Kingdom,0
542504,37413,,5568,28-01-2011 12:03,0,,United Kingdom,0
542505,79063D,,2560,28-01-2011 12:04,0,,United Kingdom,0
542529,DCGS0055,,-1,28-01-2011 13:08,0,,United Kingdom,0
542531,DCGS0072,,-1,28-01-2011 13:08,0,,United Kingdom,0
542532,DCGS0074,,-1,28-01-2011 13:09,0,,United Kingdom,0
542541,90183C,BLACK DROP EARRINGS W LONG BEADS,1,28-01-2011 14:25,2.9,,United Kingdom,2.9
542541,DCGS0069,OOH LA LA DOGS COLLAR,1,28-01-2011 14:25,15.79,,United Kingdom,15.79
542547,20864,,-1,28-01-2011 14:45,0,,United Kingdom,0
542551,21282,,-1,28-01-2011 14:46,0,,United Kingdom,0
542553,21805,,-1,28-01-2011 14:49,0,,United Kingdom,0
542555,21841,,-1,28-01-2011 14:50,0,,United Kingdom,0
542556,22143,,-1,28-01-2011 14:50,0,,United Kingdom,0
542558,35644,,-1,28-01-2011 14:51,0,,United Kingdom,0
542559,35991,,-1,28-01-2011 14:51,0,,United Kingdom,0
542561,84424A,,-1,28-01-2011 14:52,0,,United Kingdom,0
542563,84509F,,-1,28-01-2011 14:52,0,,United Kingdom,0
542564,84526,,-1,28-01-2011 14:52,0,,United Kingdom,0
542565,84664,,-1,28-01-2011 14:52,0,,United Kingdom,0
542566,84964B,,-1,28-01-2011 14:53,0,,United Kingdom,0
542569,85028L,,-1,28-01-2011 14:53,0,,United Kingdom,0
542570,85028S,,-1,28-01-2011 14:53,0,,United Kingdom,0
542573,85110,,-1,28-01-2011 14:55,0,,United Kingdom,0
542576,85179B,,-1,28-01-2011 14:56,0,,United Kingdom,0
542579,90000C,,-1,28-01-2011 14:57,0,,United Kingdom,0
542580,90095,,-1,28-01-2011 14:58,0,,United Kingdom,0
542581,90091,,-1,28-01-2011 14:58,0,,United Kingdom,0
542582,DCGS0057,,-6,28-01-2011 15:01,0,,United Kingdom,0
542595,84465,15 PINK FLUFFY CHICKS IN BOX,2,30-01-2011 10:19,2.95,14040,United Kingdom,5.9
542607,20851,ZINC HEART LATTICE TRAY OVAL ,2,30-01-2011 13:48,5.95,13148,United Kingdom,11.9
542610,84715,SET OF 6 ICE CREAM SKITTLES,8,30-01-2011 14:05,2.95,13148,United Kingdom,23.6
542613,84919,BLUE CUSHION COVER WITH FLOWER,2,30-01-2011 14:36,6.95,17431,United Kingdom,13.9
542613,84907,PINK YELLOW PATCH CUSHION COVER,2,30-01-2011 14:36,7.65,17431,United Kingdom,15.3
542617,85024B,EAU DE NILE JEWELLED PHOTOFRAME,3,30-01-2011 15:48,1.65,17463,United Kingdom,4.95
542622,35637C,PINK STRING CURTAIN WITH POLE,1,31-01-2011 09:09,19.13,,United Kingdom,19.13
542678,71496B,A4 WALL TIDY RED FLOWERS,4,31-01-2011 12:21,0.65,14688,United Kingdom,2.6
542731,17028J,INCENSE BAZAAR PEACH,6,31-01-2011 15:27,0.42,13600,United Kingdom,2.52
542731,17084A,TRANQUILITY MASALA INCENSE,50,31-01-2011 15:27,0.21,13600,United Kingdom,10.5
542731,84795C,OCEAN STRIPE HAMMOCK ,2,31-01-2011 15:27,7.95,13600,United Kingdom,15.9
542741,62074B,ELEPHANT CLIP W SUCTION CUP,10,31-01-2011 16:02,0.42,17375,United Kingdom,4.2
C542866,85063,CREAM SWEETHEART MAGAZINE RACK,-2,01-02-2011 12:14,14.95,15311,United Kingdom,-29.9
542868,84801B,WHITE HYDRANGEA ART FLOWER,6,01-02-2011 12:25,2.1,16419,United Kingdom,12.6
542868,84805A,CREAM CLIMBING HYDRANGA ART FLOWER,6,01-02-2011 12:25,3.75,16419,United Kingdom,22.5
542890,17136A,BLUE STONES ON WIRE FOR CANDLE,4,01-02-2011 13:25,0.21,15311,United Kingdom,0.84
543001,84708B,PINK JEWELLED PHOTO FRAME ,4,02-02-2011 12:26,4.95,14127,United Kingdom,19.8
543022,44089A,PINK GAUZE BUTTERFLY LAMPSHADE,4,02-02-2011 14:37,0.42,16771,United Kingdom,1.68
543022,84723,CHERRY BLOSSOM CANVAS ART PICTURE,1,02-02-2011 14:37,7.95,16771,United Kingdom,7.95
543022,22038,BOTANICAL LAVENDER GIFT WRAP ,25,02-02-2011 14:37,0.42,16771,United Kingdom,10.5
543049,79063C,,320,03-02-2011 10:09,0,,United Kingdom,0
543051,79062D,,960,03-02-2011 10:15,0,,United Kingdom,0
543121,90098,NECKLACE+BRACELET PINK BUTTERFLY,6,03-02-2011 13:58,2.55,12662,Germany,15.3
543126,15058C,ICE CREAM DESIGN GARDEN PARASOL,4,03-02-2011 14:41,7.95,13581,United Kingdom,31.8
543161,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,03-02-2011 17:01,2.95,14497,United Kingdom,17.7
543254,35645,,18,04-02-2011 15:40,0,,United Kingdom,0
543257,84611B,thrown away,-1430,04-02-2011 16:06,0,,United Kingdom,0
543259,84612B,thrown away,-162,04-02-2011 16:07,0,,United Kingdom,0
543266,82095,,-5,04-02-2011 17:24,0,,United Kingdom,0
543268,84306,,3,04-02-2011 17:24,0,,United Kingdom,0
543271,21087,,-6,04-02-2011 17:26,0,,United Kingdom,0
543277,22990,COTTON APRON PANTRY DESIGN,4,06-02-2011 14:33,4.95,15808,United Kingdom,19.8
543300,85092,CANDY SPOT TEA COSY,3,07-02-2011 11:42,3.35,13334,United Kingdom,10.05
543308,35969,,-3,07-02-2011 12:04,0,,United Kingdom,0
543358,DCGSSBOY,BOYS PARTY BAG,1,07-02-2011 14:04,3.29,,United Kingdom,3.29
543358,DCGSSGIRL,GIRLS PARTY BAG,3,07-02-2011 14:04,3.29,,United Kingdom,9.87
543371,35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",1,07-02-2011 14:53,2.1,14048,United Kingdom,2.1
543397,21228,"POCKET MIRROR ""GLAMOROUS""",1,08-02-2011 10:32,1.25,17859,United Kingdom,1.25
543530,72812,LARGE ZINC GLASS CANDLEHOLDER,2,09-02-2011 12:46,4.13,,United Kingdom,8.26
543543,75172,PAINTED SEA SHELL METAL WINDCHIME,2,09-02-2011 15:33,3.75,17843,United Kingdom,7.5
543547,45013,FOLDING SHOE TIDY,2,09-02-2011 16:57,2.95,17358,United Kingdom,5.9
543548,21636,MADRAS NOTEBOOK MEDIUM,6,10-02-2011 09:21,2.55,13706,United Kingdom,15.3
543610,71510,SQUARE METAL CANDLEHOLDER BASE,12,10-02-2011 14:30,0.85,16425,United Kingdom,10.2
543641,44265,M/COLOUR POM-POM CURTAIN,2,10-02-2011 17:19,4.25,14555,United Kingdom,8.5
543777,90064B,BLACK VINTAGE  CRYSTAL EARRINGS,1,11-02-2011 16:19,3.75,15406,United Kingdom,3.75
543777,90064A,WHITE VINTAGE CRYSTAL EARRINGS,1,11-02-2011 16:20,3.75,15406,United Kingdom,3.75
543777,90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,1,11-02-2011 16:20,8.5,15406,United Kingdom,8.5
543777,90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,1,11-02-2011 16:20,8.5,15406,United Kingdom,8.5
543777,90029,NEW BAROQUE SMALL NECKLACE BLACK,1,11-02-2011 16:20,8.5,15406,United Kingdom,8.5
543809,44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,8,13-02-2011 13:52,0.42,17095,United Kingdom,3.36
543809,44236,PINK/PURPLE CIRCLE CURTAIN,4,13-02-2011 13:52,4.65,17095,United Kingdom,18.6
543826,21898,POTTING SHED ROSE CANDLE,4,14-02-2011 09:41,2.46,,United Kingdom,9.84
543826,90024B,NEW BAROQUE B'FLY NECKLACE RED,1,14-02-2011 09:41,8.32,,United Kingdom,8.32
543899,84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,4,14-02-2011 12:11,2.55,,EIRE,10.2
543899,84803A,PINK ALLIUM  ARTIFICIAL FLOWER,3,14-02-2011 12:11,1.69,,EIRE,5.07
543914,21681,GIANT MEDINA STAMPED METAL BOWL ,1,14-02-2011 13:19,9.95,14715,United Kingdom,9.95
543921,35909B,PINK FLOWERS RABBIT EASTER,6,14-02-2011 14:13,2.95,13911,United Kingdom,17.7
543975,90180B,PURPLE AMETHYST NECKLACE W TASSEL,1,14-02-2011 15:23,9.95,17231,United Kingdom,9.95
543975,90152C,BLUE/NAT SHELL NECKLACE W PENDANT,1,14-02-2011 15:23,5.95,17231,United Kingdom,5.95
544070,84859C,PINK DISCO HANDBAG,2,15-02-2011 14:19,5.95,15370,United Kingdom,11.9
544160,79406,FROSTED WHITE BASE ,6,16-02-2011 12:49,0.22,16494,United Kingdom,1.32
544163,22980,PANTRY SCRUBBING BRUSH,12,16-02-2011 13:02,1.65,16875,United Kingdom,19.8
544182,22993,SET OF 4 PANTRY JELLY MOULDS,12,16-02-2011 15:13,1.25,18257,United Kingdom,15
544190,23006,TRAVEL CARD WALLET FLOWER MEADOW,24,16-02-2011 16:56,0.42,13089,United Kingdom,10.08
544190,23004,TRAVEL CARD WALLET PANTRY,24,16-02-2011 16:56,0.42,13089,United Kingdom,10.08
544190,23002,TRAVEL CARD WALLET SKULLS,24,16-02-2011 16:56,0.42,13089,United Kingdom,10.08
544190,23003,TRAVEL CARD WALLET VINTAGE ROSE ,24,16-02-2011 16:56,0.42,13089,United Kingdom,10.08
544190,23000,TRAVEL CARD WALLET TRANSPORT,24,16-02-2011 16:56,0.42,13089,United Kingdom,10.08
544190,22994,TRAVEL CARD WALLET RETROSPOT,24,16-02-2011 16:56,0.42,13089,United Kingdom,10.08
544190,22998,TRAVEL CARD WALLET KEEP CALM,24,16-02-2011 16:56,0.42,13089,United Kingdom,10.08
544278,22991,GIRAFFE WOODEN RULER,12,17-02-2011 12:01,1.95,15382,United Kingdom,23.4
544278,22992,REVOLVER WOODEN RULER ,12,17-02-2011 12:01,1.95,15382,United Kingdom,23.4
544298,22999,TRAVEL CARD WALLET RETRO PETALS,24,17-02-2011 12:51,0.36,14298,United Kingdom,8.64
544298,22995,TRAVEL CARD WALLET SUKI,24,17-02-2011 12:51,0.36,14298,United Kingdom,8.64
544298,22996,TRAVEL CARD WALLET VINTAGE TICKET,24,17-02-2011 12:51,0.36,14298,United Kingdom,8.64
544303,22978,PANTRY ROLLING PIN,2,17-02-2011 13:28,3.75,18116,United Kingdom,7.5
544304,22997,TRAVEL CARD WALLET UNION JACK,2,17-02-2011 13:47,0.42,18125,United Kingdom,0.84
544304,23005,TRAVEL CARD WALLET I LOVE LONDON,2,17-02-2011 13:47,0.42,18125,United Kingdom,0.84
544317,20837,FRENCH FLORAL CUSHION COVER ,12,17-02-2011 14:51,2.95,18138,United Kingdom,35.4
544317,47341A,FUSCHIA TABLE RUN FLOWER ,2,17-02-2011 14:51,3.75,18138,United Kingdom,7.5
544434,37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,2,18-02-2011 16:12,3.29,,United Kingdom,6.58
544438,44092C,PURPLE/COPPER HANGING LAMPSHADE,1,18-02-2011 17:24,0.85,,United Kingdom,0.85
544453,79331,PINK FLOCK GLASS CANDLEHOLDER,6,20-02-2011 13:06,1.65,17214,United Kingdom,9.9
544461,44092B,BLUE WHITE PLASTIC RINGS LAMPSHADE,6,20-02-2011 14:08,0.85,13744,United Kingdom,5.1
544463,90065A,WHITE VINTAGE CRYSTAL BRACELET,2,20-02-2011 14:31,6.75,12988,United Kingdom,13.5
544463,90026D,GLASS BEAD HOOP NECKLACE AMETHYST,1,20-02-2011 14:31,8.5,12988,United Kingdom,8.5
544463,90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,1,20-02-2011 14:31,5.95,12988,United Kingdom,5.95
544463,90026C,GLASS BEAD HOOP NECKLACE GREEN,1,20-02-2011 14:31,8.5,12988,United Kingdom,8.5
